Category,Message
0,"I copied you on what I sent to Corp, but the attached file has more detail you might be interested in.
Let me know if you would like to sit down this morning and go over it.
Kerry
"
0,"Greg (Adams), Attached is our cash forecast.
There are several important points to keep in mind with this forecast: 1.
This is our best guess at this point.
As other business units clarify their business plans, it will affect our activity.
Once their plans are set and communicated to us, we can better forecast our numbers.
2.
This forecast represents the estate only.
(Since that is what we discussed in the meeting on Monday)  We have made no attempt to forecast NETCo since that has already been done and is seperate.
3.Infrastructures numbers are somewhat soft due to the Outlook problems experienced yesterday.
As they firm up or we get additional information, we can update numbers.
4.
We have not included any future severance or retainage payments as we discussed.
5.
I have included a tab which attempts to segregate costs by business unit.
Again, this is soft and will be better defined as the business units define their plans.
6.
I will be out of the office after today for a while.
If you have questions after today, contact Mike Galvan (x3-5439) or Kevin May (x5-2508) 7.
I have not put this file on the O: drive since it is being emailed.
Let me know if I need to.
Kerry (x5-4895)
"
1,"Following up on today's meetings, it is critical that we have your revised 19-month Cash Budget as early in the day on Tuesday, December 18th as possible.
(This format file has been revised to correct some formulas on the first page.)
Revised/Detailed 19 Month Cash Budget - Due December 18th ASAP As with the version you submitted earlier this week, revenues, expenses and other items need to be presented on a ""cash basis"".
WE NEED A SUBMISSION FOR EACH BUSINESS UNIT EVEN IF THERE IS NO PLANNED CASH MOVEMENT WITH CORP. With the exception of payroll, benefits and related items, there should be no allocations in your expense figures.
Networks is working on an overall budget for the organization, and Corporate will budget for rent and insurance expenses (allocations back to the business units will be done at a later date).
If you have not done so already, please confirm with Corporate HR your current payroll and headcount levels and make any adjustments from that level going forward.
For those business units that have some entities in bankruptcy as of 12/12/01, we will need one file that consolidates all those entities in bankruptcy, and one file that consolidates those that are not.
If as part of the initial submission you had broken out your business units into different segments, please do so for this plan as well.
Where it is requested or noted (*) please provide detailed back-up information on the appropriate sheets.
Please do not add any rows or columns to the first sheet labeled ""format"" or ""O&M_Detail"".
We are hopeful that most of the additional information requested is readily available.
If you have any questions please call myself (3-3887) or Mike Deville (5-7852)
"
0,"Sally, here is the latest org.
chart for the NETCO Logistics team.
If the promotion recommendations I made are followed through then a few title changes will be necessary.
Let me know if you have any questions, tks - Bob
"
0,"Please see the attached file for your respective area (by your last name) and make sure you're comfortable with your latest forecast numbers (excluding salaries).
I have added a Capex section for any groups that will plan on spending capital dollars.
Please be as detailed as possible.
Assume forecast dollars are only reflective of the estate.
For those ENW groups likely to have resources moving to NETCo, please include those forecast dollars in the ""NETCo"" tab.
E.g., If we need a total picture of Jenny's spend, we'll add the ""Rub"" tab (estate) with the ""NETCo"" tab Jenny submits.
Jenny/Beth P., A license / maintenance renewal schedule was obtained from GSS.
We put together a summary tab called ""Lic-Main Breakout"".
These dollars are reflected in your respective forecasts.
Please review for completeness and ensure we are not double counting any dollars already included by your folks.
Please confirm your respective numbers and reflect any changes you know of by end of day today.
Thanks,
"
1,"Andrew, etal    I wanted to provide an update on what people should expect on monday in respect to payment proposals.
We initiated test files on Thursday & Friday, to validate the distribution list and allow the BU Approvers & Delegates to get a feel for the data  We experienced some email address issues that have been corrected.
There are some additional names that were provided late Friday that will be added on Monday.
If your name was added by Andrew on Friday, you will not receive the files until Tuesday.
Expect data by Company type.
Non-dip companies - Reports will include all unpaid open items that have not been blocked for payment.
You should be marking the items that you DO NOT WANT to pay in the file & forwarding it to George Wasaff.
We will only release the items authorized by the BU & the cash committee.
Dip Companies - We will not be running a proposal for the DIP companies on Monday.
We are still working with the BU's to ensure that they have properly blocked the pre-petition open items posted to the commodity vendors before sending the proposals for approval.
We expect to finalize this on Monday so we can start the process on Tuesday.
It is imperative that this activity be completed before initiating this daily process.
When we run these on Tuesday, I would not really expect that many items.
We have not begun to process the post-petiton non-trade invoices.
We have been working to establish a process for segregating these invoices as well and have blocked posting of December activity until everyone was ready.
We expect to open up December on Monday.
I feel very confident that we will be ready to initiate this process for the Dip Companies on Tuesday.
If you have any questions or concerns, please give me a call at 5-5301 or drop me email.
Thanks
"
1,"Attached is a revised Credit Watch listing as of 4/23/01.
Please note that NUI Utilities, Inc. has been placed on ""No Trades"".
If there are any personnel in your group that were not included in this distribution, please insure that they receive a copy of this report.
To add additional people to this distribution, or if this report has been sent to you in error, please contact Veronica Espinoza at x6-6002.
For other questions, please contact Bill Bradford at x3-3831, Russell Diamond at x5-7095, or Brant Reves at x3-9897.
"
0,"Attached is an updated transitions list.
Please review and send any changes so I can update.
I will update again Thursday and will include a column for status.
We are in the process of drafting procedures which will have to become a formal protocol for AEP.
These are:  Request for New/maintenance of counterparties.
Once Web page is developed, procedures will be completed.
Request for new portfolios (books) after close.
Drafting procedures.
Request for new employee security.
Request to change curve mapping in ERMS/CPS.
Drafting procedures.
Also, it appears the IT service agreement may have to be amended to cover the  Web pages used to push operational data to customers (If AEP wants to continue the service) and the Tariff filing system we just put into production.
Also, we will need to resolve how we handle counterparties that Enron credit has request we suspend trading when AEP wants to continue trading.
We have had discussions with AEP about all of these issues and procedures.
"
0,"As part of the HPL transition, we are reviewing imbalances on shipper contracts.
Attached below is the list and where we stand on reconcilations.
About 50% are reconciled, meaning that the counterparty agrees with our number.
Most we are waiting on information from the counterparty.
The big items are the imbalances with Duke Energy, Gulf Energy, and Tejas.
Rita and I have people working with these counterparties to get good information.
thanks
"
0,"Sally,  Trying to remember your email so I can give you new contact info...here it is.
Sorry I missed your call.
I was here 'til after 10--you'd think
"
1,"Sally, One of the things that Greg Piper has asked me to do is to take a look at the rest of the year and get each of the VP's to assess their margins and EBIT for the remainder of 2001.
For Energy Operations, that is usually very easy since there has been no revenues, and all of the costs are allocated out, so there should be zero EBIT if nothing changed.
Given your present direction, however, you may be generating some margin in 2001.
Do you have a feel for an amount I can put into our analysis and will 100% of your costs continue to be billed out or will some be applied to this new activity?
I am hoping to put something together next week, so if you or a designate could let me know in a few days I would appreciate it.
Kerry Roper (x5-4895)
"
0,"Sally,  Here's the first draft of a presentation geared toward prospective customers for our mid and back office services.
The message is more of a fact-finding than sales message.
Would appreciate your feedback.
(Jeff Harbert has not given me his take on it as of yet.)
Thanks,
"
0,"In order to maximize the potential synergies between the various mid- and back- office functions, to decrease replication errors, and to increase communication standards; are there any plans of creating a platform or reference center to bridge the differences between the systems, processes, and terminology of the various departments.
Perhaps a common resource center offering access to on-line system manuals and business unit overviews (which currently exist only in paper form or in some cases within the actual system database).
The reason: With Enron's size and transaction volume, many of the functions and the data managed by various groups within Enron (i.e.
credit, risk, settlements, volume management, global contracts, global counterparties, global rates, and the commercial systems) are fragmented.
Having participated in various process reviews and trouble-shooting/clean-up projects there seems to be a large disconnect between groups operating in various systems.
These disconnects; rather they be lack of information or understanding of how data flows between systems, how the data managed within each system impacts other upstream or downstream systems, or how the business processes within one group/system impacts the overall functionality of other groups, create large cracks producing an opportunity for mismanaged data, incomplete business reports, and increased risk to Enron.
The ideal objective; increase communication standards through a better understanding of system data functions/requirements and business processes, decrease system downtime and replication errors through a better understanding of the data relationships between systems, maximize department-to-department synergies (left hand knows what the right hand is doing), eliminate repetition, and further reduce potential risks to Enron due to information/business process oversight.
"
0,"Please review and abide by the following travel policy and best practices.
Feel free to call either Tina Spiller or Peggy McCurley if you have any travel policy questions.
Thank you.
"
0,"Sally,  You had mentioned in a voice mail that you have a spreadsheet that helps track the assets that NewCo is looking at.
I would like to work off the same sheet for consistency.
Also, when you get the chance I'd like to sit down and discuss Dave's plan of moving all the 'risk mgmt' team on the 31st  floor of ECN.
Regards,
"
0,"Hi all,  Please find attached the main model assumptions as discussed yesterday.
I have not included the IT Hardware and Software assumptions since we need to come up with a new set of numbers based on real expenditures.
I am also attaching a table that Fred forwarded me with a more accurate counterparty count (including the breakdown by type).
This includes the total companies for the North American Market and we need to determine the targeting criteria within each group.
This number should allows us to obtain a better estimate of the total market size.
It'll be great if you can take a look and let me know what makes sense, what doesn't, what do you think is missing, etc.
I can be reached at extension 54658.
Thanks!
"
0,"Sally,  Thanks for taking the time to discuss origination opportunities in EWS.
Per our discussion, I have attached a few presentations we have used during executive briefings with customers.
I have also attached a copy of my resume'.
Regards,
"
0,"Hi Sally -   Just wanted to let you know that I have recently begun collaborating with an ebusiness consultant from CGI - a large Canadian systems integrator with an energy practice - on a demand-generation piece that should be published in the trades in a few months.
The slant is on the scaling systems - IT and people - and the reduction in costs brought about by mid and back office systems affected by a sharp increase in online trading in the energy sector.
Eventually, will probably be looking for some quotes and input from you or your ops people.
I'll keep you up to date.
Thanks,
"
0,"Sally,  Attached is the updated of the headcount file I sent you on Friday.
I misunderstood the original request and provided December 31 plan for all four years.
I have now updated the file with December 31 actual headcount numbers for 1998 through 2000 and plan for 2001.
I have also updated the EGM numbers and inserted a summary tab.
If you have any questions, let me know.
Thanks,
"
0,"ttached are the revenues and the volumes per counterparty that you requested.
Please note that the revenue and OPM cost information is in Canadian dollars.
I will be forwarding a copy of our MSA Agreement template shortly.
Please call me once you've had a chance to review the information.
"
0,"Due to the announcement Friday of the new organization of the trading groups to EWS, and the decision to include the risk control groups as part of Enron NetWorks, please hold off on making any of the below noted moves until we have resorted everything out.
We will endeavor to have this clarified by mid-week to enable us to make everything effective as of April 30.
Thanks
"
1,"Kerry,  As you are probably aware, the EES Risk Control organization is moving under Sally as of April 30, 2001.
Our initial thought was we would keep all the former EES employees together in a new ENA accounting entity, but have now decided that the Risk Control group needs to be captured as part of Enron NetWorks.
These were previously set up under a new ENA company number (#1596).
I don't know if within SAP we can simply repoint the profit and cost centers set up below to roll-up under ENW now instead of ENA, if not, we will need five new ones set up as follows:  	Executive (Meredith Eggleston)-27101 [Simper, Keith]  ,150260 	Risk Analytics (Neil Hong)-27102 [Simper, Keith]  ,150261  	Strategic Operations, Process & Systems (Scott Mills)-27103 [Simper, Keith]  150262  	Deal Capture/Confirmation (Meredith Eggleston)-27104 [Simper, Keith]  ,150263  	Global Data Management (Mark Evans)27105 [Simper, Keith]  ,150264   Thanks and don't hesitate to call with questions.
Thanks
"
0,"Sally,  I am also working with the Commodity Logic people, and we thought it will be great if we can sit down with the CL Module Managers and some of your people (maybe James Scribner, Beth Apollo and Leslie Reeves) to talk about the pricing assumptions and estimates for Commodity Logic.
I think your group can add a lot value here by validating prices (would you be willing to pay x dollars for the product?, etc.).
Do you think a meeting is a good idea?
If not, can you think of a better way to capture this valuable input?
Thanks for your help!
"
0,"All,  Here's a presentation outline that can be used to spark conversation at an initial customer meeting.
Please forward any comments back and I'll incorporate them.
Thanks,
"
0,"These guys are new - system is ready for beta testing.
Offering an ASP solution for mid and back offices, including lots of reporting and credit.
May 3, 2001---A new middle and back office Application Service Provider (ASP) solution has been launched by Derigen Consulting.
The Derigen Trade Center is designed to provide small and mid-sized trading and marketing operations an entry point into a comprehensive trading system.
(5/4/2001)
"
1,"Folks have been asking just who is participating in the 2002 Business-Civic Leadership Forum that starts tonight.
Here is the roster.
Marilou A. Schopper Senior Vice President Center for Houston's Future
"
0,"I wanted to take a minute to commend all of you on a job well done in successfully integrating WebModal and implementing the operational processes for Freight Markets in a very short period of time.
I have been involved in several acquisitions over the years here at Enron and I have never seen one that went as well as WebModal from an operational standpoint.
Everyone came together as a team and ensured that integration timelines were met and that the business was allowed to continue its daily operations with minimal problems internally or to our external counterparties.
Again, congratulations on a great job.
Thanks for all of your hard work.
Brent
"
0,"The following is an update of the last two meetings of the FASB and decisions made regarding goodwill and intangible assets:  The Board reiterated that they intend to release the statement in final form in June 2001 despite publicity to the contrary.
The Board decided that goodwill should be tested for impairment annually rather than on an events-and-circumstances basis as previously proposed.
Additionally, goodwill should be tested for impairment during interim periods if an event or circumstance occurs between annual tests that might reduce the fair value of a reporting unit below its book value.
It should also be tested for impairment on an interim basis when (1) a more-likely-than-not expectation exists that a reporting unit or a significant portion of a reporting unit will be sold or disposed of, or (2) a significant asset group within a reporting unit is tested for recoverability under SFAS 121.
The Board changed the proposed method for determining the amount of goodwill to be included in the net assets to be disposed of.
Under the new method, a portion of the reporting unit's goodwill will be allocated to all divestitures.
I do not believe that the Board gave full consideration to all of the issues surrounding this decision.
In particular, they did not address application to divestitures that result in a loss prior to or as a result of goodwill allocation and disposals of equity, cost or fair value method investments.
additionally, the calculation itself is arbitrary and onerous in that fair values of the reporting unit and its recognized and unrecognized assets and liabilities will have to be determined each time a divestiture is done.
I will be consulting with AA on this to see if they can encourage the Board to give thought to these issues prior to releasing the final statement since they do not intend to discuss the issue further at this time.
The Board changed the proposed method of allocating goodwill upon an acquisition to allow for allocation of goodwill in an acquisition to a reporting unit even if none of the assets or liabilities of the acquired company have been allocated to that reporting unit.
Please feel free to call me if you have any questions on the latest developments.
Thanks.
Mary
"
0,"Meredith,  We have done some more work on this PRC attendee list.
Sally added:  Mark & Colette to Global pre-meeting You, Neil & Scott to Risk Mgmt pre-meeting You & Mark to final meeting.
Please let me know Monday, if possible, if this is okay, or if any other changes need to be made.
Thanks for your help!
!
"
0,"The Board decided in today's meeting to delay the effective date for adoption of the goodwill and intangible asset portion of the business combinations exposure draft to fiscal years beginning after December 15, 2001, permitting early adoption for fiscal years beginning after March 31, 2001 if financial statements for the first quarter have not yet been reported.
This means that goodwill amortization will continue through year-end.
Discussion is continuing on when the first impairment analysis will be required given the new adoption date and whether or not initial impairments may be reported as a change in accounting principle.
Adoption of the business combinations portion of the exposure draft is still anticipated to be required for acquisitions subsequent to June 30, 2001.
The main implication of this is that more excess purchase price is expected to be allocated to identifiable intangible assets rather than goodwill for acquisitions completed after this date.
The pooling-of-interests method of accounting for business combinations is still anticipated to be eliminated as of June 30, 2001.
"
0,"There seems to be some confusion around which DPR captures credit reserve and consumption premium reserves and which balance sheet these items fall on.
My understanding in talking with both Don and Kevin is that since EES is, on a go-forward basis, being granted origination (which would be the residual after all reserves are applied) that all prudency/reserve items will rest on the WhEES DPR.
The EES DPR will be just a single line net origination number.
We do need to capture the activity related to DSM in the EES DPR (including some portion of credit reserve and drift) but until we have the system capability to capture this it may just have to be part of the whole WhEES bucket.
This tracks with the idea that all future exposures (be they be wholesale price movement, tariff movement, credit exposure, etc.)
be borne by EWS.
If so, they need the reserves to properly offset any realized activity.
The balance sheet reserves associated with these items already rest in the ledgers that are rolling up underneath EWS now.
Reflecting the positions on the WhEES DPR will make them consistent with how we are capturing them from an accounting perspective.
If anyone disagrees with this treatment, please respond to all the parties above so we can resolve this issue.
If there are no objections I would recommend moving the credit reserve over at the next possible point.
Wade  P.S.
This thinking only reflects how things are currently contemplated, if the mix around what is with EWS vs. EES (i.e., accounts receivable) we may want to rethink the credit reserve portion.
"
0,"I am due to get the revised Risk Management reorganization groupings this afternoon.
At that point, additional cost centers may need to be set up so it will probably be the first of next week before any transfers could begin to happen.
Given that it will be the third week of May at that point, the effective date will probably have to be June 1, 2001 for SAP cost center reporting (correct)?
In any event, to enable us to have as clean a cut-off as possible for financial reporting purposes, I would like to wait and make these moves effective July 1, 2001.
That way their existing cost centers are pure for a full quarter and the new cost centers start off clean in a new quarter.
This will also help us from a planning perspective in developing a clean go-forward budget for these groups.
This will have no impact on our financial reporting, we will simply allocate costs to EWS from EES, rather than EES receive a charge from EWS for the entire second quarter.
Unless I hear strong objection to this, we will work toward a July 1, 2001 cutover.
Wade
"
0,"This mail is the third in the series regarding the acceptance of RiskTrac VaR for UK Power.
Please see the previous 2 days which will provide the history.
Essentially we have now reached the stage where we can explain the jump in VaR from moving from the VaR spread sheet to RiskTrac based largely on the good work that Fergus Trenholme - London Risk Management and Stig Faltinsen - London Research have done  (it has been a team effort as many others have been called in as appropriate and I would like to thank them too).
A full analysis is contained in the note from Fergus and Stig below but the key points to note are:  the changing of the input parameters partially explains the difference in the VAR number between the 2 systems but not completely (including the change in factor loadings) the vast majority of the difference in the VAR numbers between the 2 systems is caused by the splitting of the volumetric position into the (primary and secondary) component curves in RiskTrac.
In RiskTrac PPP is currently set as the primary curve even though 75% of the position is on the station gate curve where as in the spreadsheet the whole position is against the PPP curve  As a result of us now being able to isolate and explain the jump in VaR from moving to RiskTrac we will be reporting this number from now on.
That said does the VaR number sound right ?
The numer is theoretically but is the theory close to reality in the Uk Power market ?The RiskTrac calculated $25m VaR is a 1 day VaR and the  methodology would imply it should be broken 1 in 20 business days.
Based on historical P&Ls this has not been the case and so it does not pass the ""sense check"".
(note that the original $13m VaR was only broken once or twice in the last year).
There are many potential explanations why, but if we think about how the price and volatility curves move they typically only move at the short end (ie only the first 2 years) and the component VarR for this period is in the order of $8m.
This could therefore imply that the volatilities we are using to calculate the VaR are too high.
The book undoubtedly contains significant risk but due to market illiquidity more consideration should be given to ""jumps"" or ""shocks"".
The book does posses increased fat tail risk at this lower VaR level which is not  captured in the current VaR calculation.
Outstanding issues / work  Based on the second bullet point above consideration needs to be given to changing the primary and secondary curve settings as well as the correlations and factor loadings for and between all the curves.
The impact of any such changes will need to be quantified.
Fergus and Stig aim to work with Houston research and the business on this over the next few days / week(s) and will be providing a regular update to those on this mail list.
Additional work needs to done to assess whether the VaR  number  / methodology being calculated / employed by RiskTrac truly represents the expected volatility and performance of the portfolio and truly represents the 1 day earnings risk for 19 out of 20 days.
It would also be appropriate, given the nature of the market and the term structure of the portfolio, to assess the fat tail risk being run.
I am away for the next 2 weeks so Fergus and Stig will be sending regular progress updates.
"
1,"Hello Sally,   This e-mail is to confirm the message I left for you earlier this morning.
I have attached the speaking sessions below.
Please let me know as soon as possible the session that you would be interested in conducting for the NABA Conference.
Also, two of your employees are interested in participating at the conference Mark McClure and Errol McLauglin.
You have a total of four conferences passes to utilize for your group.
Please let me know if you would like them to attend for career development purposes.
They are both willing to recruit at the conference.
NABA is expecting over 2,000 professional participants this year.
Thank you for your support for the organization.
This will be a wonderful new partnership for Enron and your organization.
Please call me if you have any questions.
Meliza Evason Associate, HR X57855
"
0,"Hello, everyone.
I'm hoping you know of someone who would be a good fit fo= r an interesting opportunity in Market Risk Management in RAC:  We're looking for a director level accountant or risk management operations=  person who can join the Strategic Risk Management (SRM) group within Marke= t Risk Management to work on the Asset/Liability piece of Enterprise Risk M= anagement project as we team up with Vince Kaminski's Research group on thi= s challenging new initiative.
The ideal candidate would have Enron experience and be a good project manag= er, accustomed to working in self-directed situations, able to work with an= d gain the team support of  mid and upper level management in  research, ac= counting, risk management operations, finance, treasury, RAC, the business = units, etc..
They would need to be able to articulate for top support and = commercial management any project issues and implementation challenges, and=  would be working with risk mgmt operations and the business units on the i= mplementation efforts and process design.
Someone able to take full respon= sibility for this long term project from its infancy through completion, de= signing a plan of attack, and then leading the implementation effort.
This=  person might also act as a consultant for SRM's other initiatives that imp= act accounting.
Ideally, of course, this person would understand risk mana= gement (risk books, trading operations, etc.
), but someone who understands = the different types of risks inherent in our strategic assets and accrual a= ccounting contracts might also be a good fit if they're self-motivated and = willing to dig in and learn the risk management business.
I think it's a great opportunity for someone to broaden their resume and ga= in market risk management expertise.
We've met with top risk management co= nsultants, and this is a cutting edge initiative that will put us head and = shoulders above our peers.
If you want to forward this to potential candidates, below are some links t= o websites that may provide some overview information on asset-liability / = EW risk management (I haven't reviewed the sites myself yet).
Also, Vince'= s outline on Enterprise Risk Management from early last year is attached be= low.
=20  Please call me if you know of someone who might be interested.
Thanks for your help,
"
1,"Hi Sally,  I hope this message finds you well.
Just a short note to let you know that I have settled into my workspace at EB 3089F.
I am very excited about my summer internship with Enron, and when you have a free moment, let me know; I would like to stop by and say ""hi"".
Feel free to contact me at (713) 853-4750 or at michelle.yee@enron.com with any questions.
I look forward to hearing from you soon.
Have a great day,  Michelle
"
0,"Dear New Dynegydirect User,  Per our conversation, this email is being sent as a confirmation of your new Dynegydirect ID and password.
Your ID must be typed in all caps and the password must be in lowercase.
You will be prompted to change the password to one of your choosing during the initial login.
Below is your ID and password which must be entered exactly as shown.
Dynegydirect ID-    EGLSBECK PASSWORD-      password1  The following requirements must  be used when changing your password and setting up new users.
Password requirements: Minimum: 6 Maximum: 15 Must contain alpha/numeric characters  UserID requirements: Minimum: 6 Maximum: 30  Required Format: User ID should consist of: ?
First 3-characters identifies the company (usually represented by the company's ticker symbol ( i.e., WRI) ?
The first letter of the users first name followed by the first 4 letters of the last name      (i.e., WRIGUMSC) all upper case    ?
Duplicates can be identified with a number ( i.e.,WRIGUMSC1)  During our conversation, you provided an authentication answer.
Please verify the accuracy of the following information.
Authentication Question: What is your mother's maiden name?
Authentication Answer:   XXXXXXXXX   If you experience problems logging into Dynegydirect, contact an e-care representative at the number below.
"
0,"Sally,  I hope the information in the attached document clarifies how I see myself participating / helping in the task at hand.
If you have any questions please feel free to give me a call.
I look forward to hearing from you.
Thanks - MO
"
0,"I had an idea for a project which might eventually do away with the need to have 15 people in a room at 8.30 every day to talk about, amongst other things, data feed timings, content etc.
and I would love your input.
Don't know if you have seen the application they use in the Gas Control Center for monitoring flows etc but it occurred to me that we might like to build something similar that showed all the upstream systems, processes etc, and data feeds to the risk aggregation tools, summary DPR, which would serve as a diagnostic tool for us to assess our risk process every day.
As you know we have been using 3 dimensional real estate to depict market and credit risk like this     and I am experimenting with this concept from a process flow angle, because when looking at this stuff it would be nice to get a feel for the ""freshness"" of the data and the status of the various tasks in the chain.
Views ?
DP
"
0,"Sally  Thanks for all your time in Houston and I'd be delighted to continue discussions around commercialisation whenever you want.
As promised, please find attached examples of our monthly management reporting.
They are still evolving - at the moment they are missing aged debtors / creditors reporting (we should get in for June reporting once the function moves back into my area) and anything on Enron Credit.
However, comments and thoughts welcome!
Kind regards
"
0,"Sally,  Thank you for your continued support of Avistar.
As you probably know Brent Price has approved additional Avistar equipment for his direct reports in Houston, London and Singapore.
We will begin to install these additional desktop conferencing units within the next couple weeks.
I know we had also discussed a possible deployment to Stace and Jeff's groups.
I am in Houston this week if you would like to discuss their possible project and get a sense of the budget requirements.
Please feel free to reach me on my cell phone if you have any additional questions, 650.281.3860.
Thanks
"
1,"The EnronOnline Audit is scheduled to begin the week of June 4, 2001 and is expected to take approximately two months to complete.
The audit will be executed by Arthur Andersen and led by Jennifer Stevenson and Russ Bouwhuis.
We will schedule an opening meeting with you the week of  June 4, 2001 to discuss audit scope and any concerns or suggestions you may have.
The objective of the audit will be to determine whether procedures and controls exercised over activities are adequate and operating effectively.
Results of the audit will be discussed with you and other appropriate personnel both during the audit and at the audit closing meeting.
We will endeavor to conduct this audit in a manner that will minimize interruption of your normal business activities and we look forward to working with you and your personnel.
Please call me at x5-4554 if have any questions.
Mechelle Atwood Director, Enron Assurance Services Enron Wholesale Services
"
0,"30 days remain prior to the target date specified in an open audit observation.
Please click on the document link below, review the observation / action step(s) / responsible person(s), and provide completion /  progress report, updates, and revised target date, if any.
NOTE:  EACH E-MAIL REPRESENTS A SEPARATE AUDIT OBSERVATION.
Click on this link to view document -->
"
0,"All, Just wanted to touch base with you to see if you have had a chance to review the full time Analyst resumes that were delivered to you on May 14th.
Please see the list below of remaining Analysts and let me know ASAP if you would like one of them for your group:  Andrew Bermack Bali Bukenya Belinda DeLa Cruz Deborah Freire Neeloofar Haghighat Blake Lasuzzo Jaryn Levitas  These Analysts will be starting on July 17th and be attending orientation for a couple of weeks.
There are also three real time Analysts that were recently interviewed and made an offer to join Enron as a full time Analysts:  Timothy Weil - will be starting July 17th with the other full time Analysts Vacharapol (Eddie) Sanguanruang - He will be able to start as soon as his visa is transferred which is already in progress Nat Kreamer - He would be able to start June 4th if needed  We will be forwarding resumes to each of you on the real time candidates and if you have an immediate need, please let me know.
Thanks in advance for you consideration.
"
0,"Tina,  Attached is the Global Risk Management Operations Update for the Philippe and Greg Weekly Report, for the week ending May 30.
If you have any questions, please let me know.
Thanks,
"
1,"To all:  The current model is discounting the financial contracts improperly.
The financial contracts based on a contract month is being discounted an extra 50 days on average.
We are currently working on a process to correct the model by next month.
Please call me or Chris Abel if you have questions.
Thanks
"
0,"The attached list of Action Items will be reviewed for progress within the next couple of weeks.
Please keep in mind, this memo should be kept confidential.
Thank you,
"
0,"Below is a quick follow up to some of the things I mentioned I'd check out at our last meeting.
Please let me know how I can be of assistance with your efforts.
Contributions The contributions from last year that I mentioned at the meeting turned out to be inclusive of Enron Corp., individual and matching funds.
Weather I had a chance to talk with our folks from the Weather Group.
The information regarding Oklahoma that I told you I'd look into actually ended up being a center for Weather Research that was being sponsored by Williams not our weather group.
Scholarship There are a couple of different scholarship and fundraising initiatives underway that are being driven by Enron employees and alumni of the individual universities employed here.
They take advantage of matching funds and are administered by employees here with some assistance by Community Relations and University Affairs.
If you are interested in organizing an effort like this for Oklahoma, let me know and I can work with you on the details.
"
1,"Hi Sally - I hear that the luncheon today was fun.
I'm sorry to have missed it!
Girls Inc. would love to have an Enron exec on their board and I wanted to see if that is something you are interested in doing.
If so, I can get you detailed information about the board commitment, etc.
Let me know what you think.
I'm working from home tomorrow (Wed.), but I am checking both voice mail and e-mail.
Feel free to call me here, also - 713-524-2555.
Thanks again for attending the lunch today.
Missy
"
1,"Sally, Just wanted to confirm tomorrow evening dinner.
Are we still on?
Wanted to know your preference...where to meet.
I will be at the Hyatt Regency accross the street from Enron.
Looking forward to it...  Geoffrey Mann CEO/President North America  Viviance new education, Inc. 225 Lafayette Street, Suite 906 New York, New York 10012
"
0,"As I look back on the ten months that I have been the Business Controller for EIM and challenged to build the mid and back office infrastructure, the most significant accomplishments are:  Systems - Tactical systems have been implemented to bridge the business while strategic systems are developed.
Financial and physical confirmations (with the exception of Lumber) have been predominantly automated.
Financial settlements has been automated.
Implemented modified versions of LISA to handle physical movements and settlements.
Bridges have been built to SAP and Credit Aggregation systems.
People - Ten months ago, the mid and back office had three employees, with the remaining efforts supported by Global Markets.
Today, we have an enthusiastic, energetic team of 41 employees.
The team includes our London office also.
We continue to recruit for additional positions.
Processes and Controls - Many processes and controls have been developed to ensure accurate and timely reporting of P&L and positions, confirmations and settlements.
Some of these tools include: Pulp and Paper Deal Ticket (Access Database) - Ten months ago, deal tickets were generated through an Excel template and no master copy or controls were in place.
Today, traders, Risk, Confirms, Settlements, Credit, Logistics, etc.
can view the deal tickets in a controlled and timely manner.
LISA/TAGG Reconciliation (Access Database) - When the onset of physical business and the implementation of LISA systems, physical transactions for all commodities (except lumber) are entered into 2 systems - LISA and TAGG.
This tool provides a reconciliation tool that allows the Risk system and the logistics/settlements systems to stay in sync.
Trader Training Tools - Two different presentations have been developed and presented to the EIM trading community to help the traders (mostly new to Enron) understand the roles and responsibilities of traders, segregation of duties and the processes within Commercial Support functions such as Credit, Tax, Legal, Operations, Logistics, etc.
Sally, I hope this will give the flavor of the focused efforts.
Additionally, as I have had a few hours to reflect on our conversation, I would like to follow-up with an additional meeting.
I need just a bit more clarity around the EIM role, but more so, I want to move forward to discuss the new role and in your view, how I can still accomplish the successes that coincide with my personal goals.
If you have time tomorrow afternonn, I would really appreciate 30 minutes.
Thanks for your support.
It means alot to me.
Brenda
"
